   8  18   0.7243108104E-09   0.1415190067E-27
   9  19   0.1787339271E-12   0.0000000000E+00
   9  20   0.8188864428E-10   0.0000000000E+00
   9  21   0.3878814759E-09   0.0000000000E+00
  12  27   0.1436572156E-14   0.0000000000E+00
  12  28   0.2257507634E-13   0.0000000000E+00
  13  28   0.7216646353E-14   0.0000000000E+00
  13  30   0.2246178643E-13   0.0000000000E+00
  14  31   0.7796518434E-14   0.0000000000E+00
  14  32   0.1132169990E-12   0.0000000000E+00
  15  33   0.1896047990E-11   0.0000000000E+00
  15  34   0.4329216388E-11   0.0000000000E+00
  15  35   0.1667030058E-11   0.0000000000E+00
  15  36   0.3640419935E-11   0.0000000000E+00
  16  37   0.3381365117E-11   0.0000000000E+00
  16  38   0.4328432033E-11   0.0000000000E+00
  17  38   0.2625961862E-12   0.0000000000E+00
  17  39   0.3788984086E-11   0.0000000000E+00
  17  40   0.1449565984E-10   0.0000000000E+00
  18  41   0.2430095695E-11   0.0000000000E+00
  18  42   0.5862901078E-10   0.0000000000E+00
  18  43   0.5763752877E-11   0.0000000000E+00
  18  44   0.3947518779E-09   0.0000000000E+00
  19  42   0.1087349085E-14   0.0000000000E+00
  19  43   0.6338931724E-09   0.0000000000E+00
  19  44   0.1834247837E-09   0.0000000000E+00
  19  45   0.4731696705E-09   0.0000000000E+00
  19  46   0.8315943261E-09   0.0000000000E+00
  19  47   0.4975800478E-12   0.0000000000E+00
  20  47   0.3475235350E-09   0.0000000000E+00
  20  48   0.1315980901E-08   0.0000000000E+00
  20  49   0.4799052066E-09   0.0000000000E+00
  21  49   0.1105716043E-08   0.0000000000E+00
  21  50   0.2312075037E-08   0.0000000000E+00
  22  51   0.2767639513E-10   0.0000000000E+00
  22  52   0.4714861911E-09   0.0000000000E+00
  22  53   0.1102889845E-09   0.0000000000E+00
  23  52   0.5091324658E-11   0.0000000000E+00
  23  53   0.1066177924E-08   0.0000000000E+00
  23  54   0.4165737616E-09   0.0000000000E+00
  24  55   0.1315428175E-09   0.0000000000E+00
  24  56   0.1051357111E-08   0.0000000000E+00
  25  56   0.2809264612E-09   0.0000000000E+00
  25  57   0.4343983157E-09   0.0000000000E+00
  25  58   0.1054545285E-08   0.0000000000E+00
  26  59   0.6326825656E-09   0.0000000000E+00
  26  60   0.1698743441E-08   0.0000000000E+00
  26  62   0.5214910507E-09   0.0000000000E+00
  27  60   0.1802626228E-12   0.0000000000E+00
  27  61   0.2870212562E-09   0.0000000000E+00
  27  62   0.1117255469E-08   0.0000000000E+00
