   9  19   0.1115717821E-08   0.0000000000E+00
   9  20   0.1115769119E-09   0.0000000000E+00
   9  21   0.1124482183E-09   0.0000000000E+00
  11  26   0.2680225210E-14   0.0000000000E+00
  12  27   0.9097588294E-11   0.0000000000E+00
  12  28   0.6140043599E-10   0.0000000000E+00
  13  28   0.1872468732E-10   0.0000000000E+00
  13  29   0.2436109711E-10   0.0000000000E+00
  13  30   0.5880084129E-10   0.0000000000E+00
  14  31   0.1215975823E-10   0.0000000000E+00
  14  32   0.9881903037E-10   0.0000000000E+00
  15  33   0.1404687833E-08   0.0000000000E+00
  15  34   0.5426748487E-08   0.0000000000E+00
  15  35   0.2018449042E-08   0.0000000000E+00
  15  36   0.7735591397E-09   0.0000000000E+00
  16  37   0.8866097586E-09   0.0000000000E+00
  16  38   0.7079527212E-09   0.0000000000E+00
  17  38   0.4116856637E-10   0.0000000000E+00
  17  39   0.4594967590E-09   0.0000000000E+00
  17  40   0.2459697183E-08   0.0000000000E+00
  18  41   0.6262943697E-08   0.0000000000E+00
  18  42   0.2050093282E-07   0.0000000000E+00
  18  43   0.2832988464E-09   0.0000000000E+00
  18  44   0.6302101955E-08   0.0000000000E+00
  19  42   0.3647693527E-12   0.0000000000E+00
  19  43   0.2568961914E-07   0.0000000000E+00
  19  44   0.2793442188E-08   0.0000000000E+00
  19  45   0.1179852651E-07   0.0000000000E+00
  19  46   0.1007169893E-07   0.0000000000E+00
  19  47   0.2176276879E-10   0.0000000000E+00
  20  47   0.1142579180E-07   0.0000000000E+00
  20  48   0.7829943259E-08   0.0000000000E+00
  20  49   0.2257982216E-08   0.0000000000E+00
  20  50   0.1025672874E-14   0.0000000000E+00
  21  48   0.5707877390E-14   0.0000000000E+00
  21  49   0.4852221417E-08   0.0000000000E+00
  21  50   0.7788403024E-08   0.0000000000E+00
  22  51   0.5826250386E-08   0.0000000000E+00
  22  52   0.4827880133E-08   0.0000000000E+00
  22  53   0.3757223404E-09   0.0000000000E+00
  23  52   0.5000781166E-10   0.0000000000E+00
  23  53   0.3267944440E-08   0.0000000000E+00
  23  54   0.8714168966E-08   0.0000000000E+00
  24  55   0.3287573074E-08   0.0000000000E+00
  24  56   0.7748556798E-08   0.0000000000E+00
  25  56   0.1976600881E-08   0.0000000000E+00
  25  57   0.5212524326E-08   0.0000000000E+00
  25  58   0.9166818790E-08   0.0000000000E+00
  26  59   0.3556841990E-08   0.0000000000E+00
  26  60   0.6940613416E-08   0.0000000000E+00
  26  62   0.3838468668E-08   0.0000000000E+00
  27  60   0.7066828855E-12   0.0000000000E+00
  27  61   0.3698039567E-08   0.0000000000E+00
  27  62   0.7690911277E-08   0.0000000000E+00
  27  63   0.5537908152E-08   0.0000000000E+00
  27  64   0.1836780308E-07   0.0000000000E+00
  28  65   0.1057114609E-07   0.0000000000E+00
  28  66   0.1200585344E-07   0.0000000000E+00
  28  68   0.1126992298E-08   0.0000000000E+00
  28  69   0.1389680962E-12   0.0000000000E+00
  29  66   0.1350195693E-12   0.0000000000E+00
  29  67   0.9621412369E-08   0.0000000000E+00
  29  68   0.1615075138E-07   0.0000000000E+00
  29  69   0.9299340414E-08   0.0000000000E+00
  29  70   0.1249748509E-07   0.0000000000E+00
  30  71   0.1164792128E-07   0.0000000000E+00
  30  72   0.1977471730E-07   0.0000000000E+00
  30  73   0.9492354180E-09   0.0000000000E+00
  30  74   0.2927499310E-07   0.0000000000E+00
  30  76   0.2793296386E-14   0.0000000000E+00
  31  72   0.6574449644E-12   0.0000000000E+00
  31  73   0.1681390766E-07   0.0000000000E+00
  31  74   0.4514741105E-07   0.0000000000E+00
  31  75   0.2600170418E-06   0.0000000000E+00
  31  76   0.5410872936E-06   0.0000000000E+00
  32  77   0.1519452848E-05   0.0000000000E+00
  32  78   0.5718542685E-05   0.0000000000E+00
  32  79   0.9599361452E-06   0.0000000000E+00
  32  80   0.3068791125E-05   0.0000000000E+00
  32  82   0.1553968677E-14   0.3519500971E-31
  33  78   0.1576871806E-07   0.0000000000E+00
  33  79   0.1370062378E-04   0.0000000000E+00
  33  80   0.2465633898E-05   0.0000000000E+00
  33  81   0.4022492997E-05   0.0000000000E+00
  33  82   0.2954478766E-05   0.0000000000E+00
  34  83   0.1576244511E-05   0.0000000000E+00
  34  84   0.2141087516E-05   0.0000000000E+00
  35  84   0.1557517294E-06   0.0000000000E+00
  35  85   0.1819580138E-05   0.0000000000E+00
  35  86   0.2089333903E-05   0.0000000000E+00
  36  87   0.1219010705E-05   0.0000000000E+00
  36  88   0.2561469207E-06   0.0000000000E+00
  37  88   0.1046832936E-05   0.0000000000E+00
  37  89   0.5621613983E-09   0.0000000000E+00
  38  89   0.4917577587E-06   0.0000000000E+00
  38  90   0.9991347137E-06   0.0000000000E+00
  38  91   0.9209637653E-07   0.0000000000E+00
  38  92   0.1426289960E-06   0.0000000000E+00
  39  90   0.3976589296E-09   0.0000000000E+00
  39  91   0.1775877137E-06   0.0000000000E+00
  39  92   0.4740744395E-06   0.0000000000E+00
  39  93   0.2342700927E-06   0.0000000000E+00
  39  94   0.5685208597E-06   0.0000000000E+00
  40  95   0.3931994083E-06   0.0000000000E+00
  40  96   0.4126940953E-06   0.0000000000E+00
  40  97   0.3538542260E-06   0.0000000000E+00
  40  98   0.1890117276E-08   0.0000000000E+00
  40  99   0.3929608361E-13   0.0000000000E+00
  41  96   0.1206357615E-11   0.0000000000E+00
  41  97   0.1922264200E-06   0.0000000000E+00
  41  98   0.3594291926E-06   0.0000000000E+00
  41  99   0.4255125392E-06   0.0000000000E+00
  41 100   0.8582448391E-06   0.0000000000E+00
  42 101   0.4296442233E-06   0.0000000000E+00
  42 102   0.8529299257E-06   0.0000000000E+00
  42 103   0.1406665132E-07   0.0000000000E+00
  42 104   0.7313349901E-06   0.0000000000E+00
  43 102   0.1852094887E-07   0.0000000000E+00
